"","Group.1","Longitude","Latitude","ObjId","Distance","Swath","Yield","MarkID","YldMassWet","Moisture","Heading","LonM","LatM","Product","DateTime","Seconds","Outlier","PassNum","Pass","YieldOrdered","YieldChecked","YieldDisordered","YieldWhiteNoise"
"2495","10/12/2015 6:14:11 PM",-97.59247763,44.09729003,14466.5,7.178,5,185.94,235.5,10525,15.91,179.93,101.731841195628,91.5027560397,"A",2015-10-12 18:14:11,5339,FALSE,12,"12",178.67,164.733504140982,178.67,150.61
"2496","10/12/2015 6:14:12 PM",-97.592477495,44.0972704683333,14472.5,7.145,5,186.01,235.5,10529,15.91,179.86,101.746745018625,89.3394522340926,"A",2015-10-12 18:14:12,5340,FALSE,12,"12",178.38,193.992100401436,182.03,178.85
"2497","10/12/2015 6:14:13 PM",-97.5924775316667,44.09725084,14478.5,7.145,5,179.28,235.5,10148,15.91,180,101.742697066309,87.1687758332602,"A",2015-10-12 18:14:13,5341,FALSE,12,"12",177.99,164.733504140982,177.99,176.23
"2498","10/12/2015 6:14:14 PM",-97.5924776933333,44.09723126,14484.5,7.145,5,181.97,235.5,10300,15.91,180.25,101.724849278515,85.0034445640117,"A",2015-10-12 18:14:14,5342,FALSE,12,"12",177.45,193.992100401436,177.45,162.32
"2499","10/12/2015 6:14:15 PM",-97.5924777466667,44.0972109833333,14490.5,7.407,5,168.27,235.5,9524.6,15.91,180.12,101.718961348135,82.7610696728665,"A",2015-10-12 18:14:15,5343,FALSE,12,"12",177.08,164.733504140982,183.04,177.28
"2500","10/12/2015 6:14:16 PM",-97.5924776133333,44.0971903483333,14496.5,7.539,5,177.87,235.5,10068,15.91,179.75,101.733681173692,80.4790670811746,"A",2015-10-12 18:14:16,5344,FALSE,12,"12",176.55,193.992100401436,176.55,200.21
"2501","10/12/2015 6:14:17 PM",-97.592477425,44.0971695816667,14502.5,7.571,5,156.11,235.5,8836.3,15.91,179.86,101.754472927068,78.1825036140638,"A",2015-10-12 18:14:17,5345,FALSE,12,"12",176.25,164.733504140982,183.83,163.9
"2502","10/12/2015 6:14:18 PM",-97.59247716,44.09714906,14508.5,7.473,5,186.92,235.5,10580,15.91,179.78,101.783728580218,75.9130344346738,"A",2015-10-12 18:14:18,5346,FALSE,12,"12",175.87,193.992100401436,175.87,173.58
"2503","10/12/2015 6:14:19 PM",-97.5924770933333,44.09712872,14514.5,7.407,5,179.95,235.5,10186,15.91,179.75,101.791088492473,73.6636555779729,"A",2015-10-12 18:14:19,5347,FALSE,12,"12",175.24,164.733504140982,184.56,217.9
"2504","10/12/2015 6:14:20 PM",-97.592477145,44.09710837,14520.5,7.407,5,197.2,235.5,11162,15.91,179.93,101.785384560057,71.4131708317395,"A",2015-10-12 18:14:20,5348,FALSE,12,"12",174.84,193.992100401436,174.84,177.35
"2505","10/12/2015 6:14:21 PM",-97.5924770866667,44.0970879716667,14526.5,7.44,5,174.71,235.5,9899.9,16,180.07,101.791824483803,69.1573409540529,"A",2015-10-12 18:14:21,5349,FALSE,12,"12",174.3,164.733504140982,185.63,184.25
"2506","10/12/2015 6:14:22 PM",-97.5924770483333,44.097067745,14532.5,7.375,5,163.09,235.5,9241.4,16,179.98,101.796056433559,66.920495509392,"A",2015-10-12 18:14:22,5350,FALSE,12,"12",173.81,193.992100401436,173.81,179.84
"2507","10/12/2015 6:14:23 PM",-97.59247685,44.0970480383333,14538.5,7.178,5,164.26,235.5,9307.6,16,179.73,101.817952173669,64.7411563085086,"A",2015-10-12 18:14:23,5351,FALSE,12,"12",173.27,164.733504140982,173.27,176.51
"2508","10/12/2015 6:14:24 PM",-97.5924763683333,44.0970283516667,14544.5,7.178,5,178.19,235.5,10097,16,179.16,101.871127543218,62.5640288869524,"A",2015-10-12 18:14:24,5352,FALSE,12,"12",172.82,193.992100401436,186.9,175.24
"2509","10/12/2015 6:14:25 PM",-97.5924761116667,44.09700867,14550.5,7.178,5,188.89,235.5,10703,16,179.01,101.899463207074,60.387454409835,"A",2015-10-12 18:14:25,5353,FALSE,12,"12",172.49,164.733504140982,187.18,170.56
"2510","10/12/2015 6:14:26 PM",-97.5924760483333,44.096989855,14556.5,6.85,5,180.37,235.5,10221,16,179.46,101.906455124449,58.3067236727398,"A",2015-10-12 18:14:26,5354,FALSE,12,"12",171.89,193.992100401436,171.89,167.7
"2511","10/12/2015 6:14:27 PM",-97.59247589,44.0969710133333,14562.5,6.882,5,180.91,235.5,10251,16,179.7,101.923934916839,56.2230438973712,"A",2015-10-12 18:14:27,5355,FALSE,12,"12",171.5,164.733504140982,171.5,200.81
"2512","10/12/2015 6:14:28 PM",-97.5924756116667,44.0969510916667,14568.5,7.276,5,163.2,235.5,9247.7,16,179.45,101.954662552127,54.01992807671,"A",2015-10-12 18:14:28,5356,FALSE,12,"12",170.91,193.992100401436,170.91,170.1
"2513","10/12/2015 6:14:29 PM",-97.5924754366667,44.0969310083333,14574.5,7.309,5,180.32,235.5,10218,16,179.66,101.973982323104,51.7989337124248,"A",2015-10-12 18:14:29,5357,FALSE,12,"12",170.51,164.733504140982,170.51,159.42
"2514","10/12/2015 6:14:30 PM",-97.5924755283333,44.0969116366667,14580.5,7.046,5,186.96,235.5,10594,16,179.9,101.96386244323,49.6566418037461,"A",2015-10-12 18:14:30,5358,FALSE,12,"12",170.17,193.992100401436,170.17,189.31
"2515","10/12/2015 6:14:31 PM",-97.59247548,44.0968924083333,14586.5,7.014,5,187.11,235.5,10602,16,179.78,101.969198379981,47.5302009753121,"A",2015-10-12 18:14:31,5359,FALSE,12,"12",169.56,164.733504140982,189.43,177.47
"2516","10/12/2015 6:14:32 PM",-97.592475275,44.0968730033333,14592.5,7.079,5,189.84,235.5,10757,16,179.64,101.991830111421,45.3842227688898,"A",2015-10-12 18:14:32,5360,FALSE,12,"12",168.96,193.992100401436,168.96,196.59
"2517","10/12/2015 6:14:33 PM",-97.5924751866667,44.09685263,14598.5,7.44,5,187.39,235.5,10618,16,179.57,102.001581995892,43.1311576144454,"A",2015-10-12 18:14:33,5361,FALSE,12,"12",168.38,164.733504140982,190.36,195.74
"2518","10/12/2015 6:14:34 PM",-97.592475095,44.0968317216667,14604.5,7.637,5,196.1,235.5,11112,16,179.75,102.011701875766,40.8189273815972,"A",2015-10-12 18:14:34,5362,FALSE,12,"12",167.98,193.992100401436,167.98,178.99
"2519","10/12/2015 6:14:35 PM",-97.5924748966667,44.0968107716667,14610.5,7.637,5,201.94,235.5,11443,16,179.63,102.033597616137,38.5020892770279,"A",2015-10-12 18:14:35,5363,FALSE,12,"12",167.55,164.733504140982,167.55,174.69
"2520","10/12/2015 6:14:36 PM",-97.592474785,44.0967899566667,14616.5,7.604,5,191.84,235.5,10899,16.22,179.75,102.04592546974,36.200180678202,"A",2015-10-12 18:14:36,5364,FALSE,12,"12",166.59,193.992100401436,166.59,178.24
"2521","10/12/2015 6:14:37 PM",-97.5924748066667,44.096768975,14622.5,7.637,5,205.03,235.5,11648,16.22,180.14,102.043533497786,33.8798405903965,"A",2015-10-12 18:14:37,5365,FALSE,12,"12",165.9,164.733504140982,192.83,174.75
"2522","10/12/2015 6:14:38 PM",-97.59247448,44.0967472633333,14628.5,7.9,5,184.09,235.5,10459,16.22,179.9,102.079597070086,31.4787705833435,"A",2015-10-12 18:14:38,5366,FALSE,12,"12",165.2,193.992100401436,193.69,175.525
"2523","10/12/2015 6:14:39 PM",-97.5924741933333,44.09672428,14634.5,8.392,5,191.29,235.5,10868,16.22,179.69,102.111244694928,28.9370683187761,"A",2015-10-12 18:14:39,5367,FALSE,12,"12",164.28,164.733504140982,164.28,189.63
"2524","10/12/2015 6:14:40 PM",-97.5924738083333,44.096701495,14640.5,8.293,5,175.9,235.5,9993.3,16.22,179.45,102.153748190974,26.4172995256387,"A",2015-10-12 18:14:40,5368,FALSE,12,"12",163.29,193.992100401436,194.94,172.27
"2525","10/12/2015 6:14:41 PM",-97.5924735666667,44.096679005,14646.5,8.195,5,180.07,235.5,10231,16.22,179.58,102.180427873684,23.9301544670993,"A",2015-10-12 18:14:41,5369,FALSE,12,"12",162.06,164.733504140982,162.06,191.98
"2526","10/12/2015 6:14:42 PM",-97.5924735,44.0966568933333,14652.5,8.064,5,177,235.5,10056,16.22,179.61,102.187787786462,21.4848488875168,"A",2015-10-12 18:14:42,5370,FALSE,12,"12",161.21,193.992100401436,161.21,188.52
"2527","10/12/2015 6:14:43 PM",-97.59247347,44.096634695,14658.5,8.096,5,204.53,235.5,11620,16.22,179.72,102.191099747709,19.0299589341679,"A",2015-10-12 18:14:43,5371,FALSE,12,"12",159.5,164.733504140982,197.82,186.01
"2528","10/12/2015 6:14:44 PM",-97.5924731183333,44.0966125233333,14664.5,8.096,5,189.43,235.5,10762,16.22,179.46,102.229923286582,16.5780180184375,"A",2015-10-12 18:14:44,5372,FALSE,12,"12",158.69,193.992100401436,198.71,184.66
"2529","10/12/2015 6:14:45 PM",-97.592472885,44.0965896833333,14670.5,8.326,5,178.45,235.5,10138,16.22,179.51,102.255682981044,14.0521668341149,"A",2015-10-12 18:14:45,5373,FALSE,12,"12",156.82,164.733504140982,199.93,196.27
"2530","10/12/2015 6:14:46 PM",-97.592472935,44.0965656033333,14676.5,8.785,5,176.44,235.5,10024,16.22,179.89,102.250163046591,11.3891853752521,"A",2015-10-12 18:14:46,5374,FALSE,12,"12",155.17,193.992100401436,201.19,184.98
"2531","10/12/2015 6:14:47 PM",-97.5924728166667,44.0965411166667,14682.5,8.917,5,156.4,235.5,8885.4,16.22,180,102.263226891786,8.68123108452062,"A",2015-10-12 18:14:47,5375,FALSE,12,"12",153.63,164.733504140982,202.64,189.08
"2532","10/12/2015 6:14:48 PM",-97.592472565,44.0965167033333,14688.5,8.884,5,164.59,235.5,9350.6,16.22,179.71,102.291010562275,5.9813866488773,"A",2015-10-12 18:14:48,5376,FALSE,12,"12",150.87,193.992100401436,205.59,147.59
"2533","10/12/2015 6:14:49 PM",-97.592472305,44.0964925166667,14694.5,8.818,5,161.85,235.5,9195.1,16.22,179.71,102.319714221535,3.30660903705183,"A",2015-10-12 18:14:49,5377,FALSE,12,"12",144.24,164.733504140982,211.59,171.22
"2534","10/12/2015 6:14:50 PM",-97.59247237,44.096468775,14700.5,8.654,5,167.65,235.5,9524.8,16.22,180.06,102.31253830672,0.681043499932272,"A",2015-10-12 18:14:50,5378,FALSE,12,"12",130.2,193.992100401436,233.28,184.29
"2602","10/12/2015 6:16:21 PM",-97.5925851283333,44.0964752683333,15108.5,4.783,5,226.88,235.5,12718,15.09,359.35,89.8641659772405,1.3991342923311,"A",2015-10-12 18:16:21,5469,FALSE,13,"13",138.69,164.733504140982,138.69,187.27
"2603","10/12/2015 6:16:22 PM",-97.5925855816667,44.0964927816667,15114.5,6.39,5,199.55,235.5,11186,15.09,359.41,89.8141185709759,3.33591510423078,"A",2015-10-12 18:16:22,5470,FALSE,13,"13",144.63,193.992100401436,144.63,161.88
"2604","10/12/2015 6:16:23 PM",-97.5925856516667,44.0965110316667,15120.5,6.653,5,179.06,235.5,10038,15.09,359.54,89.8063906627941,5.3541630948481,"A",2015-10-12 18:16:23,5471,FALSE,13,"13",148.64,164.733504140982,148.64,189.54
"2605","10/12/2015 6:16:24 PM",-97.592585955,44.09652908,15126.5,6.587,5,189.08,235.5,10599,15.09,359.61,89.7729030593654,7.35010898488976,"A",2015-10-12 18:16:24,5472,FALSE,13,"13",152.14,193.992100401436,152.14,170.59
"2606","10/12/2015 6:16:25 PM",-97.5925860683333,44.0965469816667,15132.5,6.522,5,190.03,235.5,10671,15.24,359.35,89.7603912075378,9.32983516501702,"A",2015-10-12 18:16:25,5473,FALSE,13,"13",154.09,164.733504140982,202.28,179.1
"2607","10/12/2015 6:16:26 PM",-97.59258637,44.0965635233333,15138.5,6.029,5,202.32,235.5,11362,15.24,359.1,89.7270876031183,11.1591603988321,"A",2015-10-12 18:16:26,5474,FALSE,13,"13",155.12,193.992100401436,155.12,157.13
"2608","10/12/2015 6:16:27 PM",-97.5925865883333,44.096579165,15144.5,5.701,5,195.37,235.5,10971,15.24,359.25,89.7029838884949,12.8889555947506,"A",2015-10-12 18:16:27,5475,FALSE,13,"13",156.02,164.733504140982,156.02,173.91
"2609","10/12/2015 6:16:28 PM",-97.59258665,44.0965950133333,15150.5,5.767,5,223,235.5,12523,15.24,359.55,89.6961759701294,14.6416058363384,"A",2015-10-12 18:16:28,5476,FALSE,13,"13",156.94,193.992100401436,156.94,161.89
"2610","10/12/2015 6:16:29 PM",-97.5925867566667,44.0966106683333,15156.5,5.701,5,218.86,235.5,12291,15.24,359.6,89.684400109632,16.372875551459,"A",2015-10-12 18:16:29,5477,FALSE,13,"13",158.17,164.733504140982,158.17,165.7
"2611","10/12/2015 6:16:30 PM",-97.5925871583333,44.09662643,15162.5,5.734,5,211.65,235.5,11885,15.24,359.27,89.6400566352606,18.1159414191494,"A",2015-10-12 18:16:30,5478,FALSE,13,"13",159.195,193.992100401436,159.195,179.41
"2612","10/12/2015 6:16:31 PM",-97.5925874183333,44.096644005,15168.5,6.423,5,189.21,235.5,10625,15.24,359.31,89.6113529760007,20.0595418815734,"A",2015-10-12 18:16:31,5479,FALSE,13,"13",160.3,164.733504140982,197.16,192.08
"2613","10/12/2015 6:16:32 PM",-97.5925875266667,44.0966621033333,15174.5,6.587,5,194.1,235.5,10900,15.24,359.39,89.5993931180629,22.0610172180993,"A",2015-10-12 18:16:32,5480,FALSE,13,"13",161.57,193.992100401436,161.57,167.44
"2614","10/12/2015 6:16:33 PM",-97.59258747,44.096680025,15180.5,6.522,5,210.25,235.5,11918,16.03,359.92,89.605649043323,24.0429551768989,"A",2015-10-12 18:16:33,5481,FALSE,13,"13",162.32,164.733504140982,162.32,168.19
"2615","10/12/2015 6:16:34 PM",-97.5925873516667,44.0966978733333,15186.5,6.522,5,207.48,235.5,11761,16.03,359.95,89.618712888779,26.0167832803484,"A",2015-10-12 18:16:34,5482,FALSE,13,"13",163.09,193.992100401436,163.09,171.62
"2616","10/12/2015 6:16:35 PM",-97.5925873083333,44.09671496,15192.5,6.226,5,216.86,235.5,12293,16.03,359.92,89.6234968316403,27.9063794817071,"A",2015-10-12 18:16:35,5483,FALSE,13,"13",163.94,164.733504140982,194.5,192.36
"2617","10/12/2015 6:16:36 PM",-97.59258744,44.0967316183333,15198.5,6.062,5,222.73,235.5,12625,16.03,359.81,89.60896100457,29.7486067574936,"A",2015-10-12 18:16:36,5484,FALSE,13,"13",164.67,193.992100401436,164.67,197.75
"2618","10/12/2015 6:16:37 PM",-97.5925876783333,44.0967491216667,15204.5,6.39,5,200.84,235.5,11384,16.03,359.68,89.5826493162178,31.6842816799916,"A",2015-10-12 18:16:37,5485,FALSE,13,"13",165.3,164.733504140982,165.3,195.16
"2619","10/12/2015 6:16:38 PM",-97.59258771,44.0967672316667,15210.5,6.587,5,195.74,235.5,11095,16.03,359.75,89.5791533583149,33.6870472204266,"A",2015-10-12 18:16:38,5486,FALSE,13,"13",165.76,193.992100401436,165.76,181.43
"2620","10/12/2015 6:16:39 PM",-97.592587875,44.0967848366667,15216.5,6.423,5,221.79,235.5,12572,16.03,359.7,89.5609375738096,35.6339653510556,"A",2015-10-12 18:16:39,5487,FALSE,13,"13",166.36,164.733504140982,192.21,155.12
"2621","10/12/2015 6:16:40 PM",-97.5925881566667,44.0968015633333,15222.5,6.095,5,233.28,235.5,13223,16.03,359.34,89.5298419428575,37.4837495372294,"A",2015-10-12 18:16:40,5488,FALSE,13,"13",167.34,193.992100401436,191.79,197.25
"2622","10/12/2015 6:16:41 PM",-97.59258839,44.09681683,15228.5,5.57,5,138.1,235.5,7828.3,16.03,359.45,89.5040822486565,39.1720738841225,"A",2015-10-12 18:16:41,5489,FALSE,13,"13",167.65,164.733504140982,191.2,179.28
"2623","10/12/2015 6:16:42 PM",-97.592588385,44.0968314333333,15234.5,5.308,5,144.63,235.5,8198,16.03,359.33,89.5046342420234,40.7870409066002,"A",2015-10-12 18:16:42,5490,FALSE,13,"13",167.96,193.992100401436,190.96,185.87
"2624","10/12/2015 6:16:43 PM",-97.5925885583333,44.09684434,15240.5,4.717,5,161.35,235.5,9146,16.03,359.5,89.4854984684862,42.2143753761848,"A",2015-10-12 18:16:43,5491,FALSE,13,"13",168.11,164.733504140982,168.11,189.46
"2625","10/12/2015 6:16:44 PM",-97.5925885666667,44.0968553283333,15246.5,3.995,5,190.35,235.5,10790,16.03,359.49,89.4845784799772,43.4295634131043,"A",2015-10-12 18:16:44,5492,FALSE,13,"13",168.45,193.992100401436,190.35,199.83
"2627","10/12/2015 6:16:46 PM",-97.5925886783333,44.09686754,15258.5,1.567,5,167.72,235.5,9506.8,16.03,359.52,89.4722506261129,44.7800385758232,"A",2015-10-12 18:16:46,5494,FALSE,13,"13",168.67,164.733504140982,190.15,169.33
"2631","10/12/2015 6:16:50 PM",-97.592588605,44.0968694716667,15282.5,0.55,5,147.75,235.5,8375.3,16.03,359.47,89.4803465296983,44.9936595275595,"A",2015-10-12 18:16:50,5498,FALSE,13,"13",168.87,193.992100401436,190.06,226.88
"2633","10/12/2015 6:26:07 PM",-97.592588725,44.09688848,15294.5,6.358,5,122.86,235.5,6908.2,15.35,359.2,89.467098687325,47.0957707912528,"A",2015-10-12 18:26:07,6055,FALSE,14,"14",169.33,164.733504140982,189.59,156.99
"2634","10/12/2015 6:26:08 PM",-97.5925893616667,44.09690591,15300.5,6.358,5,150.89,235.5,8484.2,15.35,358.75,89.3968115213124,49.0233358587936,"A",2015-10-12 18:26:08,6056,FALSE,14,"14",169.88,193.992100401436,169.88,198.69
"2635","10/12/2015 6:26:09 PM",-97.5925899183333,44.09692346,15306.5,6.39,5,166.68,235.5,9372.4,15.35,358.67,89.3353562496924,50.9641715983684,"A",2015-10-12 18:26:09,6057,FALSE,14,"14",170.33,164.733504140982,188.96,189.37
"2636","10/12/2015 6:26:10 PM",-97.5925904483333,44.0969414,15312.5,6.554,5,201.94,235.5,11355,15.35,358.75,89.2768449444389,52.9481370204161,"A",2015-10-12 18:26:10,6058,FALSE,14,"14",170.62,193.992100401436,170.62,177.14
"2637","10/12/2015 6:26:11 PM",-97.5925907283333,44.0969600283333,15318.5,6.784,5,188.56,235.5,10603,15.35,358.99,89.2459333106656,55.0082244901213,"A",2015-10-12 18:26:11,6059,FALSE,14,"14",171.26,164.733504140982,188.16,203.28
"2638","10/12/2015 6:26:12 PM",-97.5925906,44.096978935,15324.5,6.882,5,200.84,235.5,11293,15.35,359.63,89.2601011425938,57.0990925460767,"A",2015-10-12 18:26:12,6060,FALSE,14,"14",171.65,193.992100401436,171.65,165.58
"2639","10/12/2015 6:26:13 PM",-97.592590625,44.0969978683333,15330.5,6.915,5,195.11,235.5,10971,15.35,0.078,89.2573411754981,59.1929096397816,"A",2015-10-12 18:26:13,6061,FALSE,14,"14",172.24,164.733504140982,187.34,190.62
"2640","10/12/2015 6:26:14 PM",-97.5925904333333,44.0970167566667,15336.5,6.882,5,194.3,235.5,10925,15.35,-0.0019,89.2785009245394,61.2817502319649,"A",2015-10-12 18:26:14,6062,FALSE,14,"14",172.62,193.992100401436,172.62,180.1
"2641","10/12/2015 6:26:15 PM",-97.592590585,44.0970356416667,15342.5,6.882,5,171.47,235.5,9641.8,15.35,359.8,89.2617571232173,63.3702221940858,"A",2015-10-12 18:26:15,6063,FALSE,14,"14",173.04,164.733504140982,173.04,206.95
"2642","10/12/2015 6:26:16 PM",-97.5925907,44.09705426,15348.5,6.784,5,181.09,235.5,10183,15.35,359.85,89.2490612739494,65.4292037745203,"A",2015-10-12 18:26:16,6064,FALSE,14,"14",173.4,193.992100401436,173.4,163.47
"2643","10/12/2015 6:26:17 PM",-97.592590795,44.097073065,15354.5,6.85,5,162.32,235.5,9127.1,15.35,359.92,89.2385733978874,67.5088286223448,"A",2015-10-12 18:26:17,6065,FALSE,14,"14",173.99,164.733504140982,173.99,184.5
"2644","10/12/2015 6:26:18 PM",-97.592590845,44.097092215,15360.5,6.981,5,171.54,235.5,9675.5,15.61,359.76,89.2330534634344,69.6266066512517,"A",2015-10-12 18:26:18,6066,FALSE,14,"14",174.36,193.992100401436,185.54,155.86
"2645","10/12/2015 6:26:19 PM",-97.592591095,44.0971115716667,15366.5,7.046,5,158.83,235.5,8958.3,15.61,359.81,89.2054537909082,71.767239725828,"A",2015-10-12 18:26:19,6067,FALSE,14,"14",174.86,164.733504140982,184.99,191.29
"2646","10/12/2015 6:26:20 PM",-97.592590975,44.0971305383333,15372.5,6.915,5,200.75,235.5,11323,15.61,359.82,89.2187016340659,73.8647431174074,"A",2015-10-12 18:26:20,6068,FALSE,14,"14",175.24,193.992100401436,175.24,199.55
"2647","10/12/2015 6:26:21 PM",-97.5925908233333,44.097149825,15378.5,7.046,5,198.02,235.5,11169,15.61,0.148,89.2354454351266,75.997634966958,"A",2015-10-12 18:26:21,6069,FALSE,14,"14",175.89,164.733504140982,184.15,191.4
"2648","10/12/2015 6:26:22 PM",-97.592590555,44.09716974,15384.5,7.276,5,190.76,235.5,10759,15.61,0.168,89.2650690839414,78.2000135280182,"A",2015-10-12 18:26:22,6070,FALSE,14,"14",176.27,193.992100401436,176.27,163.3
"2649","10/12/2015 6:26:23 PM",-97.59259066,44.0971891816667,15390.5,7.079,5,203.63,235.5,11485,15.61,359.91,89.2534772214071,80.3500466619845,"A",2015-10-12 18:26:23,6071,FALSE,14,"14",176.51,164.733504140982,176.51,154.19
"2650","10/12/2015 6:26:24 PM",-97.59259094,44.097208485,15396.5,7.046,5,183.4,235.5,10344,15.61,359.79,89.2225655878954,82.484781660145,"A",2015-10-12 18:26:24,6072,FALSE,14,"14",177.03,193.992100401436,183.07,175.41
"2651","10/12/2015 6:26:25 PM",-97.5925913266667,44.097227905,15402.5,7.079,5,182.21,235.5,10277,15.61,359.52,89.179878094409,84.6324187004078,"A",2015-10-12 18:26:25,6073,FALSE,14,"14",177.45,164.733504140982,177.45,184.75
"2652","10/12/2015 6:26:26 PM",-97.5925918383333,44.097247435,15408.5,7.112,5,173.48,235.5,9784.6,15.61,359.17,89.1233907643981,86.7922205231719,"A",2015-10-12 18:26:26,6074,FALSE,14,"14",177.98,193.992100401436,182.38,186.74
"2653","10/12/2015 6:26:27 PM",-97.5925922216667,44.097266925,15414.5,7.112,5,175.11,235.5,9876.5,15.61,359.12,89.0810712663154,88.9475987885913,"A",2015-10-12 18:26:27,6075,FALSE,14,"14",178.21,164.733504140982,182.1,183.7
"2654","10/12/2015 6:26:28 PM",-97.592592465,44.09728635,15420.5,7.079,5,183.02,235.5,10323,15.61,359.2,89.0542075856422,91.0957887736859,"A",2015-10-12 18:26:28,6076,FALSE,14,"14",178.53,193.992100401436,181.79,158.05
"2655","10/12/2015 6:26:29 PM",-97.592592235,44.0973059583333,15426.5,7.145,5,190.21,235.5,10729,15.61,359.93,89.0795992841781,93.2642533958461,"A",2015-10-12 18:26:29,6077,FALSE,14,"14",178.99,164.733504140982,181.48,188.88
"2656","10/12/2015 6:26:30 PM",-97.59259231,44.0973257766667,15432.5,7.211,5,200.04,235.5,11283,15.61,359.9,89.0713193821064,95.4559416936071,"A",2015-10-12 18:26:30,6078,FALSE,14,"14",179.28,193.992100401436,179.28,170.21
"2657","10/12/2015 6:26:31 PM",-97.592592475,44.0973456,15438.5,7.243,5,217.85,235.5,12287,15.61,359.75,89.0531035981241,97.6481829359381,"A",2015-10-12 18:26:31,6079,FALSE,14,"14",179.57,164.733504140982,180.64,185.38
"2658","10/12/2015 6:26:32 PM",-97.59259276,44.0973656133333,15444.5,7.309,5,214.04,235.5,12006,15.14,359.61,89.0216399717684,99.8614360754595,"A",2015-10-12 18:26:32,6080,FALSE,14,"14",180.07,193.992100401436,180.12,180.41
"2659","10/12/2015 6:26:33 PM",-97.5925930716667,44.0973858733333,15450.5,7.375,5,211.59,235.5,11868,15.14,359.53,88.9872323798308,102.101967817864,"A",2015-10-12 18:26:33,6081,FALSE,14,"14",180.45,164.733504140982,180.45,182.26
"2660","10/12/2015 6:26:34 PM",-97.5925932566667,44.09740619,15456.5,7.407,5,198.71,235.5,11146,15.14,359.6,88.9668086221195,104.348766266223,"A",2015-10-12 18:26:34,6082,FALSE,14,"14",180.86,193.992100401436,179.41,175.925
"2661","10/12/2015 6:26:35 PM",-97.5925933683333,44.0974266,15462.5,7.44,5,198.6,235.5,11139,15.14,359.58,88.9544807685166,106.605886348211,"A",2015-10-12 18:26:35,6083,FALSE,14,"14",181.37,164.733504140982,181.37,168.05
"2662","10/12/2015 6:26:36 PM",-97.59259341,44.097446885,15468.5,7.407,5,182.06,235.5,10212,15.14,359.58,88.9498808228341,108.849182813858,"A",2015-10-12 18:26:36,6084,FALSE,14,"14",181.74,193.992100401436,181.74,193.76
"2663","10/12/2015 6:26:37 PM",-97.59259329,44.0974671766667,15474.5,7.407,5,186.07,235.5,10437,15.14,359.83,88.9631286652074,111.093216538975,"A",2015-10-12 18:26:37,6085,FALSE,14,"14",182.06,164.733504140982,182.06,152.85
"2664","10/12/2015 6:26:38 PM",-97.592593395,44.097487385,15480.5,7.375,5,186.9,235.5,10483,15.14,359.99,88.9515368031961,113.328034519864,"A",2015-10-12 18:26:38,6086,FALSE,14,"14",182.31,193.992100401436,177.99,201.94
"2665","10/12/2015 6:26:39 PM",-97.59259354,44.0975074816667,15486.5,7.342,5,175.14,235.5,9823.4,15.14,359.67,88.9355289926812,115.550503403482,"A",2015-10-12 18:26:39,6087,FALSE,14,"14",182.64,164.733504140982,177.45,152.83
"2666","10/12/2015 6:26:40 PM",-97.5925937533333,44.097527665,15492.5,7.375,5,174.36,235.5,9779.7,15.14,359.65,88.9119772727321,117.782556661129,"A",2015-10-12 18:26:40,6088,FALSE,14,"14",183.04,193.992100401436,183.04,199.59
"2667","10/12/2015 6:26:41 PM",-97.5925939,44.0975479783333,15498.5,7.407,5,184.22,235.5,10333,15.14,359.76,88.8957854642539,120.028986479949,"A",2015-10-12 18:26:41,6089,FALSE,14,"14",183.54,164.733504140982,176.54,182.92
"2668","10/12/2015 6:26:42 PM",-97.5925940866667,44.0975683616667,15504.5,7.44,5,183.41,235.5,10287,15.14,359.46,88.8751777088409,122.283157523533,"A",2015-10-12 18:26:42,6090,FALSE,14,"14",183.82,193.992100401436,183.82,183
"2669","10/12/2015 6:26:43 PM",-97.5925943933333,44.0975885483333,15510.5,7.375,5,185.66,235.5,10413,15.14,359.61,88.8413221105315,124.515579411112,"A",2015-10-12 18:26:43,6091,FALSE,14,"14",184.15,164.733504140982,175.89,196.26
"2670","10/12/2015 6:26:44 PM",-97.5925947116667,44.097608815,15516.5,7.375,5,185.66,235.5,10413,15.14,359.64,88.8061785272638,126.756848412855,"A",2015-10-12 18:26:44,6092,FALSE,14,"14",184.5,193.992100401436,175.38,203.63
"2671","10/12/2015 6:26:45 PM",-97.5925950033333,44.0976291183333,15522.5,7.407,5,178.21,235.5,9995.7,15.14,359.51,88.7739789093165,129.002172342274,"A",2015-10-12 18:26:45,6093,FALSE,14,"14",184.91,164.733504140982,174.91,195.75
"2672","10/12/2015 6:26:46 PM",-97.5925951233333,44.09764941,15528.5,7.407,5,178.21,235.5,9995.7,15.14,359.43,88.7607310661587,131.246206067391,"A",2015-10-12 18:26:46,6094,FALSE,14,"14",185.47,193.992100401436,185.47,175.79
"2673","10/12/2015 6:26:47 PM",-97.592595095,44.0976695016667,15534.5,7.309,5,180.65,235.5,10192,15.63,359.7,88.7638590294425,133.468122006439,"A",2015-10-12 18:26:47,6095,FALSE,14,"14",185.87,164.733504140982,185.87,193.88
