Site,Country,Loca,Plot,Repe,BLK,Entry,YLD,AD,SD,PH,EH,rEPH,rEPP,nP
12,Guatemala,Sabana ,95,3,24,20,0.94,73,74,140,55,0.39,0.9,42
12,Guatemala,Sabana ,96,3,24,27,1.68,70,72,155,60,0.39,0.8,50
13,Guatemala,Tiucal,1,1,1,30,3.42,64,65,195,90,0.46,1.1,42
13,Guatemala,Tiucal,2,1,1,13,2.52,65,65,165,70,0.42,1.2,37
13,Guatemala,Tiucal,3,1,1,15,4.22,64,65,165,80,0.48,1.4,38
13,Guatemala,Tiucal,4,1,1,29,3.03,64,65,170,80,0.47,1.2,32
13,Guatemala,Tiucal,5,1,2,17,2.28,64,65,155,65,0.42,1.1,29
13,Guatemala,Tiucal,6,1,2,12,2.03,65,66,165,75,0.45,1.4,27
13,Guatemala,Tiucal,7,1,2,27,3.16,64,65,175,65,0.37,1.3,38
13,Guatemala,Tiucal,8,1,2,22,3.14,63,65,185,70,0.38,1.2,39
13,Guatemala,Tiucal,9,1,3,3,3.42,65,66,200,75,0.38,1.5,37
13,Guatemala,Tiucal,10,1,3,10,3.14,66,65,185,75,0.41,1,36
13,Guatemala,Tiucal,11,1,3,18,3.47,63,65,180,65,0.36,0.8,46
13,Guatemala,Tiucal,12,1,3,24,2.64,65,66,175,70,0.4,1.2,35
13,Guatemala,Tiucal,13,1,4,31,1.96,65,66,180,95,0.53,1.5,36
13,Guatemala,Tiucal,14,1,4,2,1.87,64,65,175,75,0.43,0.8,47
13,Guatemala,Tiucal,15,1,4,23,1.78,65,66,150,65,0.43,1.3,39
13,Guatemala,Tiucal,16,1,4,11,1.76,64,65,180,85,0.47,1.1,39
13,Guatemala,Tiucal,17,1,5,26,1.75,65,66,150,60,0.4,0.8,47
13,Guatemala,Tiucal,18,1,5,32,1.8,65,66,150,70,0.47,0.8,29
13,Guatemala,Tiucal,19,1,5,21,0.64,65,65,165,75,0.45,0.8,38
13,Guatemala,Tiucal,20,1,5,14,1.3,65,66,145,60,0.41,1.2,39
13,Guatemala,Tiucal,21,1,6,20,1.8,65,66,185,85,0.46,0.8,42
13,Guatemala,Tiucal,22,1,6,8,1.05,65,66,160,65,0.41,0.5,31
13,Guatemala,Tiucal,23,1,6,19,0.83,65,66,130,45,0.35,0.8,38
13,Guatemala,Tiucal,24,1,6,6,1.8,64,65,170,65,0.38,1.4,42
13,Guatemala,Tiucal,25,1,7,16,0.92,65,68,140,60,0.43,1.4,34
13,Guatemala,Tiucal,26,1,7,1,2.67,64,65,175,85,0.49,0.8,49
13,Guatemala,Tiucal,27,1,7,25,2.55,65,66,160,90,0.56,1,47
13,Guatemala,Tiucal,28,1,7,7,1.78,64,66,160,50,0.31,1.4,44
13,Guatemala,Tiucal,29,1,8,5,2.03,64,65,170,85,0.5,0.8,47
13,Guatemala,Tiucal,30,1,8,9,2.67,65,65,180,70,0.39,1.3,41
13,Guatemala,Tiucal,31,1,8,28,3.56,64,69,170,75,0.44,1.4,44
13,Guatemala,Tiucal,32,1,8,4,3.6,64,65,170,75,0.44,1.4,42
13,Guatemala,Tiucal,33,2,9,4,3.6,64,66,180,80,0.44,1.3,47
13,Guatemala,Tiucal,34,2,9,7,2.23,64,65,175,75,0.43,1.4,41
13,Guatemala,Tiucal,35,2,9,14,3.04,65,65,160,60,0.38,1.1,39
13,Guatemala,Tiucal,36,2,9,30,3.78,64,66,180,100,0.56,1.5,33
13,Guatemala,Tiucal,37,2,10,32,3.87,65,66,200,95,0.48,1,36
13,Guatemala,Tiucal,38,2,10,5,2.58,65,66,200,105,0.53,1.3,48
13,Guatemala,Tiucal,39,2,10,20,3.87,65,65,185,90,0.49,1.3,42
13,Guatemala,Tiucal,40,2,10,3,3.87,64,65,195,95,0.49,1.5,40
13,Guatemala,Tiucal,41,2,11,12,1.94,65,66,140,70,0.5,1,41
13,Guatemala,Tiucal,42,2,11,25,0.97,64,66,155,70,0.45,0.8,31
13,Guatemala,Tiucal,43,2,11,23,0.98,65,66,145,55,0.38,1.2,30
13,Guatemala,Tiucal,44,2,11,9,0.98,65,66,140,50,0.36,0.6,36
13,Guatemala,Tiucal,45,2,12,1,2.68,65,66,150,65,0.43,1.3,44
13,Guatemala,Tiucal,46,2,12,24,2.64,64,66,170,65,0.38,1,36
13,Guatemala,Tiucal,47,2,12,11,2.73,64,65,180,80,0.44,0.7,58
13,Guatemala,Tiucal,48,2,12,19,1.66,65,66,150,55,0.37,1,45
13,Guatemala,Tiucal,49,2,13,29,1.51,65,66,165,60,0.36,1.7,17
13,Guatemala,Tiucal,50,2,13,10,2.4,64,66,165,65,0.39,0.8,48
13,Guatemala,Tiucal,51,2,13,2,2.43,64,68,150,55,0.37,1.3,44
13,Guatemala,Tiucal,52,2,13,28,4.01,64,65,175,60,0.34,1.4,46
13,Guatemala,Tiucal,53,2,14,6,3.87,64,65,170,65,0.38,1.2,51
13,Guatemala,Tiucal,54,2,14,27,2.99,64,65,185,90,0.49,1.2,47
13,Guatemala,Tiucal,55,2,14,21,1.82,65,66,165,80,0.48,1.2,46
13,Guatemala,Tiucal,56,2,14,31,2.23,65,66,170,85,0.5,1,54
13,Guatemala,Tiucal,57,2,15,22,2.12,64,65,175,75,0.43,1.1,43
13,Guatemala,Tiucal,58,2,15,8,1.76,64,65,180,75,0.42,1.3,39
13,Guatemala,Tiucal,59,2,15,13,1.08,64,66,155,75,0.48,0.5,43
13,Guatemala,Tiucal,60,2,15,16,1.75,65,65,145,65,0.45,0.8,45
13,Guatemala,Tiucal,61,2,16,26,3.32,64,66,180,80,0.44,1.1,49
13,Guatemala,Tiucal,62,2,16,15,4.13,65,66,175,90,0.51,1.3,43
13,Guatemala,Tiucal,63,2,16,17,2.65,64,66,165,85,0.52,0.9,50
13,Guatemala,Tiucal,64,2,16,18,4.17,64,65,175,85,0.49,1.1,47
13,Guatemala,Tiucal,65,3,17,3,4.33,64,66,185,80,0.43,1.3,41
13,Guatemala,Tiucal,66,3,17,12,3.69,64,66,185,95,0.51,1.4,43
13,Guatemala,Tiucal,67,3,17,19,2.58,65,66,185,65,0.35,1.1,39
13,Guatemala,Tiucal,68,3,17,7,3.03,64,65,175,80,0.46,1.4,46
13,Guatemala,Tiucal,69,3,18,13,1.71,64,66,175,75,0.43,1.1,39
13,Guatemala,Tiucal,70,3,18,11,2.64,64,66,190,95,0.5,1.4,36
13,Guatemala,Tiucal,71,3,18,10,3.6,65,65,210,100,0.48,1.2,45
13,Guatemala,Tiucal,72,3,18,14,1.74,68,69,145,55,0.38,1,43
13,Guatemala,Tiucal,73,3,19,16,0.92,65,66,180,80,0.44,0.8,39
13,Guatemala,Tiucal,74,3,19,30,1.44,68,69,170,70,0.41,0.9,35
13,Guatemala,Tiucal,75,3,19,20,2.34,65,66,185,100,0.54,1.1,40
13,Guatemala,Tiucal,76,3,19,31,1.42,66,66,135,50,0.37,0.9,48
13,Guatemala,Tiucal,77,3,20,1,2.68,64,65,180,90,0.5,1.4,46
13,Guatemala,Tiucal,78,3,20,2,1.68,64,66,170,75,0.44,0.8,44
13,Guatemala,Tiucal,79,3,20,26,1.11,64,66,170,75,0.44,0.8,44
13,Guatemala,Tiucal,80,3,20,27,2.9,65,66,180,85,0.47,1.2,45
13,Guatemala,Tiucal,81,3,21,4,2.52,64,66,170,70,0.41,1.4,41
13,Guatemala,Tiucal,82,3,21,25,1.23,65,66,150,65,0.43,1,41
13,Guatemala,Tiucal,83,3,21,18,2.86,64,66,170,85,0.5,1.4,47
13,Guatemala,Tiucal,84,3,21,21,2.01,64,66,190,100,0.53,0.8,45
13,Guatemala,Tiucal,85,3,22,5,1.66,64,65,175,80,0.46,1.6,36
13,Guatemala,Tiucal,86,3,22,15,3.16,65,65,180,80,0.44,1.2,44
13,Guatemala,Tiucal,87,3,22,24,3.96,64,65,190,80,0.42,1.5,40
13,Guatemala,Tiucal,88,3,22,22,3.88,64,65,210,105,0.5,1.2,47
13,Guatemala,Tiucal,89,3,23,23,1.78,65,66,160,70,0.44,0.8,46
13,Guatemala,Tiucal,90,3,23,17,3.19,64,65,180,70,0.39,0.9,50
13,Guatemala,Tiucal,91,3,23,28,4.36,64,65,200,85,0.43,1.5,42
13,Guatemala,Tiucal,92,3,23,8,2.55,64,65,185,90,0.49,1.2,49
13,Guatemala,Tiucal,93,3,24,32,3.06,65,65,185,85,0.46,1,43
13,Guatemala,Tiucal,94,3,24,9,3.2,65,65,170,65,0.38,1,48
13,Guatemala,Tiucal,95,3,24,6,3.24,64,65,190,70,0.37,1.4,39
13,Guatemala,Tiucal,96,3,24,29,3.38,64,65,160,75,0.47,1.6,37
24,Honduras,Yoro,1,1,1,32,2.3,58,58,182,103,0.57,1,42
24,Honduras,Yoro,2,1,1,20,2.49,60,58,175,78,0.45,1,49
24,Honduras,Yoro,3,1,1,24,2.15,57,64,164,74,0.45,0.9,48
24,Honduras,Yoro,4,1,1,29,1.7,61,61,174,77.6,0.45,1,46
24,Honduras,Yoro,5,1,2,1,3.23,61,63,114,69.6,0.61,1,53
24,Honduras,Yoro,6,1,2,26,3.46,60,60,194,83,0.43,1,51
24,Honduras,Yoro,7,1,2,7,2.77,59,58,197,94,0.48,0.9,53
24,Honduras,Yoro,8,1,2,21,2.29,62,61,202.5,95.6,0.47,0.9,50
24,Honduras,Yoro,9,1,3,10,3.42,57,58,215,108.8,0.51,1,45
24,Honduras,Yoro,10,1,3,18,5.01,61,63,235,113,0.48,1,49
24,Honduras,Yoro,11,1,3,27,4.1,61,64,222,115,0.52,1,50
24,Honduras,Yoro,12,1,3,12,2.96,60,60,206,99,0.48,1,44
24,Honduras,Yoro,13,1,4,4,3.8,58,59,218,119,0.55,1,47
24,Honduras,Yoro,14,1,4,17,5.43,64,64,247,131,0.53,1,48
24,Honduras,Yoro,15,1,4,19,3.15,62,62,217,90,0.41,0.9,48
24,Honduras,Yoro,16,1,4,3,4.47,62,64,241,108,0.45,1,49
24,Honduras,Yoro,17,1,5,11,7.15,62,60,254,118.3,0.47,1,47
24,Honduras,Yoro,18,1,5,13,4.12,63,63,245,121.9,0.5,1,44
24,Honduras,Yoro,19,1,5,9,3.92,65,63,239.5,110,0.46,1,44
24,Honduras,Yoro,20,1,5,22,5.15,65,65,267,140.5,0.53,1,47
24,Honduras,Yoro,21,1,6,28,4.68,66,66,248,136,0.55,1,46
24,Honduras,Yoro,22,1,6,6,4.19,56,59,253.5,123.9,0.49,1,45
24,Honduras,Yoro,23,1,6,14,2.69,56,55,220.5,101.7,0.46,1,46
24,Honduras,Yoro,24,1,6,23,4.21,64,65,215,95,0.44,1,50
24,Honduras,Yoro,25,1,7,25,3.65,63,64,240.5,122,0.51,1,47
24,Honduras,Yoro,26,1,7,2,4.28,56,57,244,118,0.48,1.1,46
24,Honduras,Yoro,27,1,7,15,4.04,63,63,246,124,0.5,1,54
24,Honduras,Yoro,28,1,7,8,4.41,59,60,276,145.6,0.53,1,50
24,Honduras,Yoro,29,1,8,5,4.44,58,59,258.5,133,0.51,1,50
24,Honduras,Yoro,30,1,8,31,3.29,65,62,254,155,0.61,1,46
24,Honduras,Yoro,31,1,8,30,2.29,64,62,224,115,0.51,1,30
24,Honduras,Yoro,32,1,8,16,4.79,64,62,241,151,0.63,0.9,52
24,Honduras,Yoro,33,2,9,12,3.37,62,62,234,127,0.54,0.9,51
24,Honduras,Yoro,34,2,9,5,4.22,58,58,257,135.5,0.53,1,51
24,Honduras,Yoro,35,2,9,4,3.49,57,59,257.2,124,0.48,1,53
24,Honduras,Yoro,36,2,9,21,3.19,58,61,256.5,134,0.52,1,46
24,Honduras,Yoro,37,2,10,29,3.5,58,58,251,129.2,0.51,1,45
24,Honduras,Yoro,38,2,10,8,4.39,58,61,255.5,140.3,0.55,1,50
24,Honduras,Yoro,39,2,10,3,4.82,58,58,262.5,132,0.5,1,50
24,Honduras,Yoro,40,2,10,31,2.93,65,64,259,154.6,0.6,0.9,47
24,Honduras,Yoro,41,2,11,14,2.25,62,64,214.5,99,0.46,1,46
24,Honduras,Yoro,42,2,11,18,5.98,61,62,255.8,126,0.49,1,47
24,Honduras,Yoro,43,2,11,30,2.4,57,54,234,112.5,0.48,0.7,49
24,Honduras,Yoro,44,2,11,22,5.45,62,60,259,132.5,0.51,1,46
24,Honduras,Yoro,45,2,12,10,3.84,58,58,256.5,128,0.5,1,48
24,Honduras,Yoro,46,2,12,7,3.4,58,58,246.6,123.4,0.5,0.9,49
24,Honduras,Yoro,47,2,12,6,3.74,57,58,266.6,131.2,0.49,1,46
24,Honduras,Yoro,48,2,12,25,3.28,62,65,244.3,122.8,0.5,1,43
24,Honduras,Yoro,49,2,13,23,3.31,58,58,197,88.5,0.45,0.9,46
24,Honduras,Yoro,50,2,13,20,3.94,59,59,222.7,116.4,0.52,1,49
24,Honduras,Yoro,51,2,13,16,2.99,58,61,223,101,0.45,1,46
24,Honduras,Yoro,52,2,13,1,4.31,59,62,232.5,119.5,0.51,1,49
24,Honduras,Yoro,53,2,14,15,3.24,61,61,235.5,115.2,0.49,1,48
24,Honduras,Yoro,54,2,14,19,2.48,64,64,182,70.8,0.39,1,44
24,Honduras,Yoro,55,2,14,26,3.32,61,62,213.8,99,0.46,1,47
24,Honduras,Yoro,56,2,14,9,3.17,58,55,216.5,92.9,0.43,1,48
24,Honduras,Yoro,57,2,15,11,3.84,62,61,205,99.5,0.49,1,48
24,Honduras,Yoro,58,2,15,27,3.55,64,68,217,104,0.48,1,49
24,Honduras,Yoro,59,2,15,2,2.78,64,69,195,85,0.44,1,45
24,Honduras,Yoro,60,2,15,24,2.87,56,65,192,96,0.5,1,51
24,Honduras,Yoro,61,2,16,17,3.57,58,58,208.6,88.5,0.42,1,48
24,Honduras,Yoro,62,2,16,28,3.21,65,65,218,98,0.45,1,47
24,Honduras,Yoro,63,2,16,32,2.29,58,58,207,109.5,0.53,1,41
24,Honduras,Yoro,64,2,16,13,2.29,65,68,194,81,0.42,1,46
24,Honduras,Yoro,65,3,17,14,1.96,66,67,165.5,61.5,0.37,1,49
24,Honduras,Yoro,66,3,17,8,3.54,56,55,215,103.3,0.48,1,48
24,Honduras,Yoro,67,3,17,13,3.4,60,58,210,88.5,0.42,1,48
24,Honduras,Yoro,68,3,17,4,3.2,58,58,211,108.1,0.51,1,49
24,Honduras,Yoro,69,3,18,32,2.63,58,59,217.2,116.7,0.54,1,44
24,Honduras,Yoro,70,3,18,26,4.44,59,58,200,96.6,0.48,1,52
24,Honduras,Yoro,71,3,18,23,3.1,59,59,185,80.9,0.44,1,52
24,Honduras,Yoro,72,3,18,12,2.86,58,58,198.5,93.8,0.47,0.9,52
24,Honduras,Yoro,73,3,19,16,3.1,59,59,200.6,94.5,0.47,1,48
24,Honduras,Yoro,74,3,19,25,2.5,67,69,200.7,87.5,0.44,1,48
24,Honduras,Yoro,75,3,19,9,3.39,64,67,193.2,78.9,0.41,1,48
24,Honduras,Yoro,76,3,19,29,2.88,64,64,196,93.5,0.48,1,46
24,Honduras,Yoro,77,3,20,7,2.68,59,59,186.5,78.2,0.42,1,46
24,Honduras,Yoro,78,3,20,15,3.01,64,64,215,84.5,0.39,1,45
24,Honduras,Yoro,79,3,20,30,2.05,60,60,208.5,76.5,0.37,0.9,42
24,Honduras,Yoro,80,3,20,28,3.86,64,67,217,108.5,0.5,1,51
24,Honduras,Yoro,81,3,21,18,4.52,60,64,210.3,117.5,0.56,0.9,47
24,Honduras,Yoro,82,3,21,11,5.35,62,59,226.5,110,0.49,1,50
24,Honduras,Yoro,83,3,21,31,2.37,63,62,207.5,113.5,0.55,1,43
24,Honduras,Yoro,84,3,21,1,3.01,63,63,188,75.5,0.4,1,50
24,Honduras,Yoro,85,3,22,24,3.07,59,63,216,101,0.47,1,49
24,Honduras,Yoro,86,3,22,21,2.77,66,62,234.5,116,0.49,1,37
24,Honduras,Yoro,87,3,22,19,2.95,59,59,211,89.5,0.42,0.9,49
24,Honduras,Yoro,88,3,22,22,5.54,66,66,252.5,130.5,0.52,1,48
24,Honduras,Yoro,89,3,23,27,5.34,58,60,256.5,139.5,0.54,1,48
24,Honduras,Yoro,90,3,23,6,4.53,66,66,261.7,132.8,0.51,1,51
24,Honduras,Yoro,91,3,23,3,3.84,66,69,242,137,0.57,1,50
24,Honduras,Yoro,92,3,23,5,3.36,68,68,236,120.3,0.51,1,45
24,Honduras,Yoro,93,3,24,17,4.84,69,69,212,97.2,0.46,1,45
24,Honduras,Yoro,94,3,24,20,4.12,60,57,240.4,116.7,0.49,1,51
24,Honduras,Yoro,95,3,24,10,3.77,56,58,234.5,116.1,0.5,1,52
24,Honduras,Yoro,96,3,24,2,3.93,59,59,225.5,114.1,0.51,1,52
25,Nicaragua,Managua,1,1,1,3,4.6,54,55,205,110,0.54,1.5,41
25,Nicaragua,Managua,2,1,1,10,5.05,55,56,215,110,0.51,1.1,36
25,Nicaragua,Managua,3,1,1,13,4.24,54,56,195,95,0.49,1.1,39
25,Nicaragua,Managua,4,1,1,23,4.08,56,57,204,100,0.49,0.8,42
25,Nicaragua,Managua,5,1,2,30,4.78,54,55,230,130,0.57,1.3,33
25,Nicaragua,Managua,6,1,2,18,4.38,54,54,210,100,0.48,1.2,39
25,Nicaragua,Managua,7,1,2,19,4.08,55,56,170,75,0.44,1,38
25,Nicaragua,Managua,8,1,2,27,5.47,52,53,204,105,0.51,1.4,42
25,Nicaragua,Managua,9,1,3,5,4.08,52,52,210,115,0.55,1.1,38
25,Nicaragua,Managua,10,1,3,6,4.98,52,53,230,115,0.5,1.2,40
25,Nicaragua,Managua,11,1,3,29,3.65,53,54,205,100,0.49,1.3,39
25,Nicaragua,Managua,12,1,3,22,4.39,53,54,231,135,0.58,1.1,41
25,Nicaragua,Managua,13,1,4,2,3.17,51,52,220,115,0.52,1.2,42
25,Nicaragua,Managua,14,1,4,14,4.56,54,56,195,90,0.46,1,42
25,Nicaragua,Managua,15,1,4,8,4.39,51,52,210,115,0.55,1,46
25,Nicaragua,Managua,16,1,4,1,4.07,52,53,235,135,0.57,1.2,40
25,Nicaragua,Managua,17,1,5,11,5.12,52,54,205,115,0.56,1.2,45
25,Nicaragua,Managua,18,1,5,28,4.84,54,55,231,131,0.57,1.1,44
25,Nicaragua,Managua,19,1,5,26,3.91,52,54,210,110,0.52,1.1,38
25,Nicaragua,Managua,20,1,5,15,4.2,54,54,220,110,0.5,1.1,40
25,Nicaragua,Managua,21,1,6,16,3.09,53,54,220,120,0.55,1,41
25,Nicaragua,Managua,22,1,6,4,5.11,51,52,240,130,0.54,1.4,39
25,Nicaragua,Managua,23,1,6,12,4.89,55,56,225,125,0.56,1.2,40
25,Nicaragua,Managua,24,1,6,17,3.85,51,52,236,120,0.51,1.1,35
25,Nicaragua,Managua,25,1,7,31,5.06,52,53,220,140,0.64,1.1,39
25,Nicaragua,Managua,26,1,7,24,5.25,54,54,220,115,0.52,1,39
25,Nicaragua,Managua,27,1,7,32,3.98,55,56,225,125,0.56,1.2,25
25,Nicaragua,Managua,28,1,7,20,5.54,54,54,227,120,0.53,1,41
25,Nicaragua,Managua,29,1,8,25,4.29,53,54,210,125,0.6,1.1,42
25,Nicaragua,Managua,30,1,8,7,4.07,51,52,233,125,0.54,1.2,37
25,Nicaragua,Managua,31,1,8,9,5.83,53,55,215,110,0.51,0.9,43
25,Nicaragua,Managua,32,1,8,21,3.96,54,55,236,130,0.55,1.3,38
25,Nicaragua,Managua,33,2,9,20,5.59,54,54,245,140,0.57,1.1,38
25,Nicaragua,Managua,34,2,9,22,3.62,54,55,243,130,0.53,1.2,25
25,Nicaragua,Managua,35,2,9,18,4.92,53,54,240,120,0.5,1.3,37
25,Nicaragua,Managua,36,2,9,11,5.81,53,54,235,120,0.51,1.2,42
25,Nicaragua,Managua,37,2,10,15,4.68,54,54,236,115,0.49,1.1,39
25,Nicaragua,Managua,38,2,10,13,4.87,53,54,220,130,0.59,1,41
25,Nicaragua,Managua,39,2,10,12,5.11,55,56,231,125,0.54,1.1,39
25,Nicaragua,Managua,40,2,10,6,6.27,51,52,240,130,0.54,1.2,41
25,Nicaragua,Managua,41,2,11,29,4.51,52,52,217,120,0.55,1.1,39
25,Nicaragua,Managua,42,2,11,9,4.5,53,54,230,125,0.54,1,34
25,Nicaragua,Managua,43,2,11,1,4.34,51,53,210,110,0.52,1.5,40
25,Nicaragua,Managua,44,2,11,27,5.56,52,54,230,125,0.54,1.3,36
25,Nicaragua,Managua,45,2,12,19,4.08,54,55,186,85,0.46,1,40
25,Nicaragua,Managua,46,2,12,23,4.1,57,58,185,90,0.49,0.8,39
25,Nicaragua,Managua,47,2,12,14,4.12,56,58,190,85,0.45,0.9,38
25,Nicaragua,Managua,48,2,12,28,5.18,54,55,230,130,0.57,1,38
25,Nicaragua,Managua,49,2,13,21,3.11,55,56,225,125,0.56,1.1,40
25,Nicaragua,Managua,50,2,13,4,5.4,52,53,225,125,0.56,1.3,42
25,Nicaragua,Managua,51,2,13,26,4.88,51,52,206,115,0.56,1.1,38
25,Nicaragua,Managua,52,2,13,2,5.01,51,52,205,105,0.51,1.1,37
25,Nicaragua,Managua,53,2,14,10,5.71,54,56,231,115,0.5,1,39
25,Nicaragua,Managua,54,2,14,5,3.47,52,53,195,95,0.49,1.1,40
25,Nicaragua,Managua,55,2,14,32,3.82,55,56,200,105,0.53,1,34
25,Nicaragua,Managua,56,2,14,7,4.1,51,52,200,115,0.58,1.4,44
25,Nicaragua,Managua,57,2,15,16,3.77,54,55,226,105,0.46,1.5,36
25,Nicaragua,Managua,58,2,15,24,3.91,54,55,195,110,0.56,1.1,40
25,Nicaragua,Managua,59,2,15,3,3.8,52,53,227,130,0.57,1.3,38
25,Nicaragua,Managua,60,2,15,8,4.22,52,53,220,125,0.57,1.5,41
25,Nicaragua,Managua,61,2,16,25,3.51,55,57,200,115,0.58,1.1,38
25,Nicaragua,Managua,62,2,16,17,4.44,52,53,210,105,0.5,1.2,38
25,Nicaragua,Managua,63,2,16,30,3.83,54,54,215,105,0.49,1.1,38
25,Nicaragua,Managua,64,2,16,31,4.61,54,54,200,105,0.53,1.1,40
25,Nicaragua,Managua,65,3,17,16,4.14,55,56,190,95,0.5,1.1,39
25,Nicaragua,Managua,66,3,17,19,4.05,56,58,175,80,0.46,1,38
25,Nicaragua,Managua,67,3,17,29,3.07,54,54,226,105,0.46,1.2,31
25,Nicaragua,Managua,68,3,17,31,3.08,54,55,220,115,0.52,1.1,36
25,Nicaragua,Managua,69,3,18,20,4.26,55,56,221,120,0.54,1,41
25,Nicaragua,Managua,70,3,18,9,4.41,54,55,205,100,0.49,1.1,35
25,Nicaragua,Managua,71,3,18,6,4.26,51,53,195,105,0.54,1.2,37
25,Nicaragua,Managua,72,3,18,2,4.56,51,52,220,115,0.52,1.4,38
25,Nicaragua,Managua,73,3,19,17,4.82,51,52,206,100,0.49,1.1,39
25,Nicaragua,Managua,74,3,19,8,3.77,51,53,220,120,0.55,1.6,39
25,Nicaragua,Managua,75,3,19,22,4.27,54,55,206,105,0.51,1.2,36
25,Nicaragua,Managua,76,3,19,15,3.95,54,55,215,100,0.47,1,44
25,Nicaragua,Managua,77,3,20,5,4.07,51,53,196,85,0.43,1.4,40
25,Nicaragua,Managua,78,3,20,30,4.09,55,55,200,115,0.58,1.3,36
25,Nicaragua,Managua,79,3,20,13,4.73,52,54,205,110,0.54,1.1,42
25,Nicaragua,Managua,80,3,20,21,3.25,54,55,200,125,0.63,1.2,38
25,Nicaragua,Managua,81,3,21,18,4.56,52,53,240,125,0.52,1.4,40
25,Nicaragua,Managua,82,3,21,28,3.9,54,54,215,120,0.56,1.1,37
25,Nicaragua,Managua,83,3,21,7,3.56,51,52,210,95,0.45,1.4,39
25,Nicaragua,Managua,84,3,21,24,4.3,54,55,205,115,0.56,1.2,40
25,Nicaragua,Managua,85,3,22,4,5.61,52,53,225,135,0.6,1.5,32
25,Nicaragua,Managua,86,3,22,11,4.08,53,54,230,120,0.52,1.1,40
25,Nicaragua,Managua,87,3,22,25,3.12,53,54,227,115,0.51,1.2,36
25,Nicaragua,Managua,88,3,22,23,3.11,54,55,195,90,0.46,0.9,40
25,Nicaragua,Managua,89,3,23,27,5.41,51,52,220,105,0.48,1.2,42
25,Nicaragua,Managua,90,3,23,14,3.34,54,56,185,90,0.49,1.1,39
25,Nicaragua,Managua,91,3,23,12,5.4,54,55,216,125,0.58,1.4,37
25,Nicaragua,Managua,92,3,23,10,6.55,54,55,235,130,0.55,1.1,40
25,Nicaragua,Managua,93,3,24,1,4.97,52,53,226,115,0.51,1.5,37
25,Nicaragua,Managua,94,3,24,3,4.89,51,52,210,115,0.55,1.3,38
25,Nicaragua,Managua,95,3,24,26,5.65,51,52,247,135,0.55,1.1,42
25,Nicaragua,Managua,96,3,24,32,4.78,54,54,225,130,0.58,1.1,39
31,Venezuela,Toco,1,1,1,19,3.79,62,62,210,90,0.43,.,52
31,Venezuela,Toco,2,1,1,20,8.46,60,60,240,120,0.5,.,52
31,Venezuela,Toco,3,1,1,14,3.26,62,62,200,100,0.5,.,52
31,Venezuela,Toco,4,1,1,22,8.23,60,60,230,110,0.48,.,52
31,Venezuela,Toco,5,1,2,23,3.55,63,63,210,100,0.48,.,52
31,Venezuela,Toco,6,1,2,5,8.46,58,58,250,130,0.52,.,52
31,Venezuela,Toco,7,1,2,32,7.56,57,57,240,140,0.58,.,52
31,Venezuela,Toco,8,1,2,26,8.55,55,55,230,120,0.52,.,52
31,Venezuela,Toco,9,1,3,15,6.81,59,59,230,130,0.57,.,52
31,Venezuela,Toco,10,1,3,28,8.44,60,60,240,130,0.54,.,52
31,Venezuela,Toco,11,1,3,9,5.92,59,59,230,110,0.48,.,52
31,Venezuela,Toco,12,1,3,16,7.65,59,59,240,130,0.54,.,52
31,Venezuela,Toco,13,1,4,27,8.43,57,57,230,120,0.52,.,52
31,Venezuela,Toco,14,1,4,17,8.35,56,56,240,120,0.5,.,52
31,Venezuela,Toco,15,1,4,1,8.26,56,56,240,120,0.5,.,52
31,Venezuela,Toco,16,1,4,4,7.21,56,56,230,120,0.52,.,52
31,Venezuela,Toco,17,1,5,18,9.13,58,58,250,120,0.48,.,52
31,Venezuela,Toco,18,1,5,21,7.88,60,60,250,130,0.52,.,52
31,Venezuela,Toco,19,1,5,6,8.71,57,57,240,120,0.5,.,52
31,Venezuela,Toco,20,1,5,12,8.51,59,59,240,120,0.5,.,52
31,Venezuela,Toco,21,1,6,7,7.07,55,55,240,120,0.5,.,52
31,Venezuela,Toco,22,1,6,8,9.42,58,58,250,140,0.56,.,52
31,Venezuela,Toco,23,1,6,13,7.56,59,59,240,120,0.5,.,52
31,Venezuela,Toco,24,1,6,25,7.33,60,60,230,120,0.52,.,52
31,Venezuela,Toco,25,1,7,29,6.84,57,57,230,120,0.52,.,52
31,Venezuela,Toco,26,1,7,11,8.68,60,60,240,140,0.58,.,52
31,Venezuela,Toco,27,1,7,31,7.77,60,60,240,140,0.58,.,52
31,Venezuela,Toco,28,1,7,30,6.5,57,57,220,100,0.45,.,52
31,Venezuela,Toco,29,1,8,24,9,59,59,230,120,0.52,.,52
31,Venezuela,Toco,30,1,8,10,8.11,60,60,260,130,0.5,.,52
31,Venezuela,Toco,31,1,8,2,7.76,56,56,230,110,0.48,.,52
31,Venezuela,Toco,32,1,8,3,9.19,60,60,250,140,0.56,.,52
31,Venezuela,Toco,33,2,9,16,7.56,60,60,240,130,0.54,.,52
31,Venezuela,Toco,34,2,9,31,7.14,60,60,250,140,0.56,.,52
31,Venezuela,Toco,35,2,9,4,8.85,57,57,250,150,0.6,.,52
31,Venezuela,Toco,36,2,9,10,7.36,60,60,260,150,0.58,.,52
31,Venezuela,Toco,37,2,10,17,7.39,55,55,250,130,0.52,.,52
