Expt No.,Criteria Entry No.,Trial Trt No,Rep No.,Plot No.,Entry Name,ST Criteria Column,Grand Mean Column,Description,Plot Mean
SampleRCBDBadeggi,4,4,3,301, ,2,1,Tasselling,87
SampleRCBDBadeggi,4,4,4,414, ,2,1,Tasselling,86
SampleRCBDBadeggi,5,5,1,105, ,2,1,Tasselling,90
SampleRCBDBadeggi,5,5,2,206, ,2,1,Tasselling,91
SampleRCBDBadeggi,5,5,3,315, ,2,1,Tasselling,90
SampleRCBDBadeggi,5,5,4,409, ,2,1,Tasselling,88
SampleRCBDBadeggi,6,6,1,106, ,2,1,Tasselling,86
SampleRCBDBadeggi,6,6,2,216, ,2,1,Tasselling,88
SampleRCBDBadeggi,6,6,3,307, ,2,1,Tasselling,89
SampleRCBDBadeggi,6,6,4,404, ,2,1,Tasselling,89
SampleRCBDBadeggi,7,7,1,107, ,2,1,Tasselling,87
SampleRCBDBadeggi,7,7,2,214, ,2,1,Tasselling,88
SampleRCBDBadeggi,7,7,3,313, ,2,1,Tasselling,88
SampleRCBDBadeggi,7,7,4,406, ,2,1,Tasselling,93
SampleRCBDBadeggi,8,8,1,108, ,2,1,Tasselling,92
SampleRCBDBadeggi,8,8,2,211, ,2,1,Tasselling,94
SampleRCBDBadeggi,8,8,3,308, ,2,1,Tasselling,92
SampleRCBDBadeggi,8,8,4,413, ,2,1,Tasselling,89
SampleRCBDBadeggi,9,9,1,109, ,2,1,Tasselling,89
SampleRCBDBadeggi,9,9,2,204, ,2,1,Tasselling,90
SampleRCBDBadeggi,9,9,3,305, ,2,1,Tasselling,89
SampleRCBDBadeggi,9,9,4,412, ,2,1,Tasselling,87
SampleRCBDBadeggi,10,10,1,110, ,2,1,Tasselling,88
SampleRCBDBadeggi,10,10,2,213, ,2,1,Tasselling,89
SampleRCBDBadeggi,10,10,3,302, ,2,1,Tasselling,90
SampleRCBDBadeggi,10,10,4,410, ,2,1,Tasselling,85
SampleRCBDBadeggi,11,11,1,111, ,2,1,Tasselling,86
SampleRCBDBadeggi,11,11,2,202, ,2,1,Tasselling,88
SampleRCBDBadeggi,11,11,3,311, ,2,1,Tasselling,89
SampleRCBDBadeggi,11,11,4,403, ,2,1,Tasselling,90
SampleRCBDBadeggi,12,12,1,112, ,2,1,Tasselling,90
SampleRCBDBadeggi,12,12,2,201, ,2,1,Tasselling,92
SampleRCBDBadeggi,12,12,3,304, ,2,1,Tasselling,87
SampleRCBDBadeggi,12,12,4,407, ,2,1,Tasselling,96
SampleRCBDBadeggi,13,13,1,113, ,2,1,Tasselling,87
SampleRCBDBadeggi,13,13,2,215, ,2,1,Tasselling,89
SampleRCBDBadeggi,13,13,3,309, ,2,1,Tasselling,89
SampleRCBDBadeggi,13,13,4,405, ,2,1,Tasselling,86
SampleRCBDBadeggi,14,14,1,114, ,2,1,Tasselling,90
SampleRCBDBadeggi,14,14,2,208, ,2,1,Tasselling,91
SampleRCBDBadeggi,14,14,3,303, ,2,1,Tasselling,87
SampleRCBDBadeggi,14,14,4,401, ,2,1,Tasselling,91
SampleRCBDBadeggi,15,15,1,115, ,2,1,Tasselling,92
SampleRCBDBadeggi,15,15,2,209, ,2,1,Tasselling,90
SampleRCBDBadeggi,15,15,3,314, ,2,1,Tasselling,91
SampleRCBDBadeggi,15,15,4,408, ,2,1,Tasselling,85
SampleRCBDBadeggi,16,16,1,116, ,2,1,Tasselling,87
SampleRCBDBadeggi,16,16,2,205, ,2,1,Tasselling,88
SampleRCBDBadeggi,16,16,3,306, ,2,1,Tasselling,90
SampleRCBDBadeggi,16,16,4,416, ,2,1,Tasselling,88
SampleRCBDBadeggi,1,1,1,101, ,3,2,Plant Height,135
SampleRCBDBadeggi,1,1,2,207, ,3,2,Plant Height,130
SampleRCBDBadeggi,1,1,3,310, ,3,2,Plant Height,130
SampleRCBDBadeggi,1,1,4,411, ,3,2,Plant Height,140
SampleRCBDBadeggi,2,2,1,102, ,3,2,Plant Height,140
SampleRCBDBadeggi,2,2,2,203, ,3,2,Plant Height,140
SampleRCBDBadeggi,2,2,3,316, ,3,2,Plant Height,125
SampleRCBDBadeggi,2,2,4,402, ,3,2,Plant Height,165
SampleRCBDBadeggi,3,3,1,103, ,3,2,Plant Height,125
SampleRCBDBadeggi,3,3,2,210, ,3,2,Plant Height,130
SampleRCBDBadeggi,3,3,3,312, ,3,2,Plant Height,140
SampleRCBDBadeggi,3,3,4,415, ,3,2,Plant Height,80
SampleRCBDBadeggi,4,4,1,104, ,3,2,Plant Height,145
SampleRCBDBadeggi,4,4,2,212, ,3,2,Plant Height,150
SampleRCBDBadeggi,4,4,3,301, ,3,2,Plant Height,160
SampleRCBDBadeggi,4,4,4,414, ,3,2,Plant Height,125
SampleRCBDBadeggi,5,5,1,105, ,3,2,Plant Height,125
SampleRCBDBadeggi,5,5,2,206, ,3,2,Plant Height,130
SampleRCBDBadeggi,5,5,3,315, ,3,2,Plant Height,120
SampleRCBDBadeggi,5,5,4,409, ,3,2,Plant Height,110
SampleRCBDBadeggi,6,6,1,106, ,3,2,Plant Height,110
SampleRCBDBadeggi,6,6,2,216, ,3,2,Plant Height,112
SampleRCBDBadeggi,6,6,3,307, ,3,2,Plant Height,135
SampleRCBDBadeggi,6,6,4,404, ,3,2,Plant Height,145
SampleRCBDBadeggi,7,7,1,107, ,3,2,Plant Height,120
SampleRCBDBadeggi,7,7,2,214, ,3,2,Plant Height,125
SampleRCBDBadeggi,7,7,3,313, ,3,2,Plant Height,125
SampleRCBDBadeggi,7,7,4,406, ,3,2,Plant Height,175
SampleRCBDBadeggi,8,8,1,108, ,3,2,Plant Height,110
SampleRCBDBadeggi,8,8,2,211, ,3,2,Plant Height,115
SampleRCBDBadeggi,8,8,3,308, ,3,2,Plant Height,145
SampleRCBDBadeggi,8,8,4,413, ,3,2,Plant Height,145
SampleRCBDBadeggi,9,9,1,109, ,3,2,Plant Height,125
SampleRCBDBadeggi,9,9,2,204, ,3,2,Plant Height,125
SampleRCBDBadeggi,9,9,3,305, ,3,2,Plant Height,125
SampleRCBDBadeggi,9,9,4,412, ,3,2,Plant Height,120
